2.451684313619409972e-01 3.323497709160556646e-01 3.049998458886458153e-01 3.570921491017809424e-01 3.240034033222508048e-01 4.810205566442471437e-01 5.329238150990561751e-01 5.777809092070023134e-01 4.900050509221700601e-01 3.006917636022335416e-01 1.386573268398520187e-01 1.317122858969914101e-01 1.712891492358520062e-01 2.911864030892628019e-01 2.837498237576070448e-01 4.187726891297143261e-01 4.264723685988098811e-01 4.322979773364917233e-01 3.105945223310669911e-01 2.138791960812428394e-01 1.625871453344726048e-01 4.002763244607269733e-01 4.297825475700658981e-01 5.700133534904464616e-01 3.471916010959645860e-01 4.049205610000408129e-01 2.589141202130223474e-01 2.534029472577789543e-01 1.883562576980735426e-01 3.683383107346330232e-01 4.173488914549485229e-01 3.433912155411151801e-01 1.654792191949423785e-01 2.369798544779459226e-01 2.089931297875732008e-01 1.884780436639939827e-01
2.784184742849846184e-01 3.695437073475189571e-01 5.069826262539331996e-01 4.549378372079069255e-01 6.188065455659010894e-01 6.729444108534917701e-01 7.383083293006342807e-01 4.750664706402740745e-01 4.417183332851579158e-01 3.685817998268403062e-01 3.733318263339300280e-01 2.775563609785924313e-01 2.304861798191004674e-01 1.868809436935601476e-01 1.916148523216717192e-01 2.540021036375598729e-01 4.093221259558661451e-01 3.608690801998994391e-01 2.900340189155389825e-01 2.213227787764688037e-01 2.007143665769811902e-01 2.899705665181234182e-01 2.437064260199225396e-01 3.239416019367871713e-01 1.681502013443148813e-01 1.973448106578220285e-01 1.360917377252837124e-01 2.109525882376207806e-01 3.305475572402301054e-01 4.531566628662127005e-01 4.433575012438507046e-01 3.826558682187152782e-01 2.622914448187791403e-01 2.324151536603757118e-01 8.809572294612943999e-02 5.360366373870129736e-02
5.012823802796277928e-01 3.722080145841780152e-01 3.770355701176268393e-01 2.226458984536658914e-01 4.237852969098034883e-01 3.669021933808764846e-01 5.478180822124021354e-01 3.333049231340392549e-01 4.090417197074043276e-01 3.596596500150190945e-01 4.310587796374729663e-01 3.478121955835192236e-01 2.662190877007615253e-01 2.370852726077526118e-01 2.337333115027661889e-01 4.578564176835916988e-01 4.985056551657353618e-01 5.375517138464225297e-01 3.166748721045912762e-01 2.984935754810233988e-01 1.999356525892501402e-01 1.835239971695510341e-01 1.761978173630122380e-01 2.488471749728562166e-01 2.239582014432745238e-01 2.344522439905964151e-01 1.619548187030732667e-01 2.446853335187264555e-01 3.798741587495835792e-01 4.021433255318681010e-01 3.385829809245919364e-01 2.809574114352501040e-01 2.996209072175679000e-01 3.247755320701613546e-01 1.678873089027897170e-01 8.239733267511457904e-02
4.685701164053129308e-01 3.747054179676764796e-01 3.317004464773874450e-01 3.256973923390167336e-01 3.502368887794120034e-01 2.804137906476904529e-01 4.082636265661466202e-01 3.609255890211471307e-01 3.516404896741288089e-01 2.221934958166159602e-01 1.997816827156988773e-01 3.304296712507191480e-01 3.423970884709650053e-01 3.902969153293804339e-01 2.677045948798859598e-01 3.487633985338436937e-01 3.324399920538540498e-01 3.858308109906974370e-01 3.246466469441552927e-01 4.142039436303550093e-01 3.414273283202591824e-01 3.297873217962305481e-01 2.622583620247959657e-01 2.443048471991082771e-01 1.968639819615798370e-01 1.923026555208822430e-01 2.967968953547894251e-01 3.501132847226817724e-01 3.733509067902914258e-01 4.144383919338626154e-01 3.569810988570625843e-01 3.343181774122002126e-01 2.393390478736012461e-01 3.151426718859559051e-01 2.290685655784746588e-01 1.143570478237662807e-01
2.676893050871607671e-01 2.732433519717518688e-01 3.490072840327289594e-01 3.174390373052740633e-01 4.376828123368509682e-01 3.344603171595168511e-01 4.568563647573668507e-01 3.560368534094601745e-01 3.324962690921389741e-01 1.998454815917929395e-01 1.440289627584065424e-01 2.660253846173955550e-01 3.230823394723029707e-01 3.245463731809349883e-01 2.358479083979408975e-01 1.598455112643099307e-01 1.784024592762275263e-01 1.675551849436879015e-01 2.412799612183576803e-01 4.958828070877954741e-01 4.745690871373280939e-01 4.444087672263005717e-01 2.072051035669689734e-01 1.973050982173208678e-01 1.823286602887479180e-01 2.176092895664905047e-01 3.670916647952549017e-01 3.761322243922367581e-01 4.921602876409929550e-01 6.014601490571472864e-01 5.603933668709372151e-01 4.136625999653482100e-01 2.980216277197494379e-01 4.809499493349823074e-01 4.074436678445076399e-01 2.160814734734425313e-01
3.587409767443200947e-01 3.786441734464510156e-01 3.609342969582157168e-01 1.946215931648943298e-01 4.287565526963121876e-01 5.372651505119191429e-01 6.768861855101566682e-01 4.661757481826096505e-01 3.138287160626672678e-01 2.582535236119514188e-01 2.126323822638344352e-01 3.627880876853796788e-01 2.989656028680596767e-01 3.972515511124252718e-01 2.874046363332450338e-01 2.858468624632865551e-01 1.980925235678934471e-01 2.460702229286904075e-01 3.627328743302964398e-01 5.297102455507669561e-01 4.712925310231827480e-01 3.186760636996595619e-01 2.856741246109828491e-01 3.240923658998184353e-01 4.019931778062154071e-01 3.180595015622571520e-01 3.299456043505087366e-01 2.852630648369334776e-01 4.046390744425620301e-01 5.058868660848819809e-01 6.010772577896191793e-01 5.177016581326471245e-01 4.544311868906514840e-01 4.842204149308272920e-01 3.411776186440433345e-01 1.977689660986712006e-01
2.726551651504517948e-01 4.502758413257898495e-01 4.465761113158763784e-01 3.255310024639372357e-01 4.298179864650875093e-01 6.662150773605732823e-01 6.853288133142267924e-01 5.018580452070979803e-01 2.892318716322708760e-01 3.347280554276151343e-01 2.424186383117221955e-01 3.547842591061656781e-01 2.637931982928939934e-01 5.284202469401785285e-01 4.464877769652846329e-01 4.658016446177091763e-01 2.177668676047162799e-01 2.060849053123151309e-01 3.251834893954191896e-01 4.688515409745739881e-01 4.552211116365443844e-01 2.644232779350542684e-01 2.783226390415705076e-01 3.204758439672135695e-01 4.088973348844040512e-01 3.212142981993481583e-01 3.237438862159150443e-01 2.857190818241081565e-01 2.601171057929958508e-01 2.396824085967305118e-01 4.710849848964116515e-01 6.706997460649110065e-01 7.352194752068011985e-01 5.376808467147915493e-01 2.437868518037365761e-01 9.150542619871541994e-02
3.242228841242298931e-01 4.390506751041150513e-01 4.276847339500000067e-01 3.161070791998541463e-01 3.580539486489227596e-01 4.602152536937011429e-01 4.573570968094046729e-01 3.795637443770567554e-01 3.059713966416208186e-01 2.930539791521126758e-01 2.028151565877165385e-01 2.918248009460337467e-01 2.862798110696335163e-01 4.506454590000015803e-01 3.477414170053018672e-01 3.242597639128126930e-01 2.133434392559766801e-01 2.012134265051847004e-01 2.520005972198007815e-01 2.972082773363972641e-01 3.990162225897022075e-01 3.668337625190670193e-01 2.952287764546539517e-01 2.360343017800165255e-01 3.370704978012446507e-01 3.766959277432437858e-01 3.487100874839348386e-01 2.543710165451798511e-01 1.979912369716069209e-01 1.884376681170797652e-01 2.795937443659086141e-01 4.354723016444245753e-01 5.311273686887478807e-01 5.798967972462770737e-01 3.733356796922666643e-01 2.154832320623880637e-01
3.501254254089711804e-01 3.174997142764594549e-01 3.309824502334838825e-01 2.195948597097575339e-01 2.432879645776548083e-01 1.973004318733255769e-01 1.962216155040575893e-01 1.974626619045964648e-01 2.580916040263387945e-01 2.905875431044949164e-01 3.018405294489221458e-01 3.999945860443619439e-01 3.757545003389468619e-01 5.010886379367923693e-01 3.024520207205461664e-01 2.269376235507273298e-01 9.020224306695996674e-02 1.358056574136343453e-01 1.750797743420521579e-01 1.676204413570941132e-01 2.960022768650534819e-01 4.692277026182407051e-01 4.423380856134442873e-01 3.437885589812726406e-01 4.135426004767924213e-01 5.712201444347341228e-01 5.574732992421926880e-01 3.579396475015523826e-01 3.239769117489523231e-01 3.255634056948998878e-01 2.618455174169920796e-01 2.882618999594990794e-01 2.754922245191193664e-01 4.066230562833890172e-01 2.221385413251408814e-01 1.683052798217082036e-01
3.101255474929393574e-01 2.737884695736189644e-01 4.115509852049551998e-01 2.957580926405403710e-01 3.068729252184378420e-01 1.520844861477300691e-01 1.752959562317162601e-01 2.875855732275094390e-01 3.474320277678327185e-01 3.244446742395864502e-01 2.638046642044035162e-01 2.801559974879497261e-01 2.577119392891457639e-01 3.697498407501756401e-01 3.083206183495703079e-01 2.893098707317625640e-01 1.344961267089211099e-01 1.185944094293877593e-01 1.690217679259807537e-01 2.243186350658961936e-01 2.724794949770777963e-01 3.895631414492601863e-01 3.238790982500034388e-01 4.042214440854373092e-01 4.078718731645751272e-01 5.450963232164491856e-01 4.646233963918589560e-01 3.465462894702506236e-01 3.280030033117454225e-01 2.955607312342542481e-01 2.373604953819424546e-01 2.766861064573887252e-01 2.900177420647032656e-01 2.820306105120342632e-01 8.083464380791263726e-02 1.739295100981640488e-02
3.540999522362216489e-01 2.842329076469119475e-01 3.933691436577331224e-01 2.723575470383809427e-01 2.685637627304814923e-01 2.658268697172065376e-01 2.897955303768641744e-01 4.209288752113866661e-01 3.182872521164070156e-01 2.745576078521422825e-01 1.704711804093641814e-01 2.081734668799184729e-01 1.955562223779548081e-01 3.249611525994127170e-01 3.194253673038789931e-01 3.608398840182049927e-01 3.531895480227105755e-01 3.085985878618298650e-01 4.226937728117010629e-01 3.549559145759400569e-01 3.904879775367014472e-01 3.877626807586513902e-01 3.179309829052809344e-01 4.021499260829007327e-01 3.064916525551678594e-01 3.383373175915068143e-01 2.509496081917757526e-01 2.012298503321017507e-01 2.083395269387860183e-01 2.129260703602313676e-01 2.160986978291647986e-01 3.536544388750370582e-01 3.232401760704567972e-01 2.907560585734094150e-01 6.808191276312319795e-02 2.294098836944273231e-02
